SaleID,price
150000,41933.938
150001,377.4906
150002,7817.1855
150003,11854.767
150004,564.4083
150005,2004.9109
150006,4726.5757
150007,9859.54
150008,3069.5178
150009,2127.624
150010,2592.2754
150011,6404.578
150012,2724.437
150013,12010.703
150014,11765.641
150015,311.08932
150016,657.007
150017,6227.0366
150018,10110.542
150019,1380.5269
150020,5028.0923
150021,13239.376
150022,1503.5796
150023,14771.784
150024,1549.1494
150025,6038.359
150026,1452.8324
150027,3888.3945
150028,21820.248
150029,17158.492
150030,1411.6018
150031,300.6621
150032,4214.343
150033,2840.933
150034,3323.4587
150035,6932.121
150036,1425.0656
150037,3572.1125
150038,25572.018
150039,1545.6959
150040,14678.754
150041,3876.1665
150042,17092.186
150043,26419.957
150044,5684.6333
150045,2035.1497
150046,2940.4944
150047,47119.617
150048,1145.2109
150049,34007.715
150050,5043.7812
150051,9129.891
150052,1128.4116
150053,658.91125
150054,14614.421
150055,4171.1855
150056,809.25275
150057,2653.6763
150058,1072.4081
150059,2434.6155
150060,9121.859
150061,3174.3018
150062,1348.4619
150063,11609.229
150064,20581.451
150065,9347.698
150066,12511.212
150067,3507.0144
150068,1227.1813
150069,3121.6511
150070,1799.048
150071,560.1349
150072,995.7174
150073,23115.941
150074,383.73846
150075,1118.4562
150076,2575.9922
150077,7815.6465
150078,2568.1016
150079,3531.1099
150080,2613.8694
150081,8651.247
150082,14936.393
150083,533.1832
150084,4077.0747
150085,3586.426
150086,37186.277
150087,361.3848
150088,2909.5972
150089,3037.193
150090,1139.8386
150091,7130.2686
150092,6489.814
150093,803.3185
150094,11295.206
150095,197.62288
150096,12898.329
150097,8550.134
150098,442.5638
150099,320.6119
150100,582.8628
150101,4181.7744
150102,1528.6069
150103,2804.2932
150104,4170.0264
150105,946.81854
150106,2016.8071
150107,638.16974
150108,7279.976
150109,2233.33
150110,3305.086
150111,11942.009
150112,10913.753
150113,1501.6277
150114,1267.7528
150115,2612.7158
150116,6210.237
150117,2876.5479
150118,20899.906
150119,10278.52
150120,14809.42
150121,1325.1058
150122,7355.956
150123,120.177216
150124,14725.585
150125,3957.695
150126,2093.105
150127,15812.455
150128,30432.754
150129,3012.12
150130,3482.843
150131,756.89636
150132,4205.094
150133,6098.8975
150134,15498.696
150135,1291.8811
150136,1582.0054
150137,3231.2573
150138,7503.8037
150139,1049.2759
150140,1456.6202
150141,1952.9055
150142,9270.078
150143,5720.172
150144,1049.985
150145,1872.0942
