SaleID,price
150000,34371.53
150001,371.9897
150002,7540.0664
150003,11979.934
150004,634.7462
150005,1914.1222
150006,4779.2925
150007,8337.074
150008,3071.6829
150009,2173.1785
150010,410.62546
150011,6400.507
150012,2641.3164
150013,12009.572
150014,11927.685
150015,389.95386
150016,530.2213
150017,5288.4688
150018,11302.964
150019,1359.3083
150020,5881.451
150021,13021.805
150022,1478.1252
150023,15986.376
150024,1498.77
150025,6310.702
150026,1009.04486
150027,4037.1687
150028,22884.738
150029,15348.903
150030,1332.7401
150031,248.16205
150032,4074.9644
150033,2735.2542
150034,3180.712
150035,7617.4062
150036,1017.66675
150037,4147.889
150038,26313.76
150039,1782.4834
150040,14963.03
150041,4184.871
150042,15158.714
150043,25142.139
150044,5822.22
150045,2322.818
150046,2785.8008
150047,46427.008
150048,1237.9102
150049,34687.79
150050,5403.2847
150051,9735.079
150052,921.7776
150053,674.338
150054,15401.766
150055,4617.318
150056,887.8652
150057,2541.3818
150058,1100.8295
150059,2230.9875
150060,8631.506
150061,3399.6042
150062,978.07916
150063,11027.845
150064,19948.746
150065,10194.4375
150066,12509.986
150067,3881.483
150068,684.3818
150069,2717.704
150070,1798.3999
150071,625.06903
150072,980.4258
150073,24006.268
150074,243.83687
150075,1132.2458
150076,1577.9889
150077,5571.6196
150078,2580.963
150079,2914.1487
150080,2953.8093
150081,8276.089
150082,15206.023
150083,474.26828
150084,3907.1108
150085,3521.8455
150086,35587.61
150087,338.0255
150088,2946.207
150089,3011.11
150090,843.5124
150091,6827.621
150092,5682.507
150093,916.86273
150094,11119.295
150095,129.40392
150096,15397.062
150097,9902.915
150098,519.73474
150099,401.09662
150100,498.61227
150101,4356.93
150102,1512.309
150103,2764.8906
150104,4241.8633
150105,994.7268
150106,2089.8423
150107,725.7285
150108,7492.113
150109,1990.1372
150110,2768.704
150111,10773.207
150112,10717.987
150113,1971.7489
150114,846.8443
150115,2777.0967
150116,5962.742
150117,3066.2832
150118,22286.904
150119,9442.468
150120,14973.158
150121,1316.1165
150122,7762.374
150123,76.87398
150124,13494.262
150125,4506.445
150126,2280.4905
150127,13913.637
150128,35297.78
150129,2739.839
150130,3468.07
150131,903.12177
150132,3989.857
150133,5756.361
150134,14660.686
150135,1332.1536
150136,1506.362
150137,3077.1353
150138,6337.8657
150139,1048.8539
150140,1401.1802
150141,2069.7773
150142,8918.1
150143,5828.9263
150144,936.16284
150145,2086.2996
150146,7023.5806
150147,1169.2739
150148,2353.1843
150149,624.2465
150150,3451.3333
150151,6997.572
150152,643.5475
150153,939.9987
150154,19426.248
150155,2673.71
150156,356.0066
150157,5171.5967
150158,1302.5209
150159,11926.898
150160,44896.16
150161,976.419
150162,823.29395
150163,767.79803
150164,5127.5044
150165,3533.3357
150166,6602.092
150167,2778.546
150168,5270.9067
150169,2228.3635
150170,3254.1855
150171,3913.09
150172,1949.0415
150173,6020.351
150174,3602.6282
150175,680.8495
150176,22841.848
150177,200.67119
150178,1112.1903
150179,3874.1277
150180,196.73343
150181,1382.242
150182,5598.8413
150183,961.79456
150184,706.8785
150185,8414.924
150186,2557.765
150187,16830.984
150188,2781.7068
150189,4891.854
150190,5335.314
150191,85.4921
150192,1826.215
150193,3099.9385
150194,13946.22
150195,779.0825
150196,18061.23
150197,3485.031
150198,3606.609
150199,3894.4673
150200,2331.8472
150201,10679.366
150202,1970.1785
150203,422.69232
150204,3526.919
150205,1193.8319
150206,11911.8125
150207,1338.492
150208,1414.4037
150209,1903.5361
150210,6098.978
150211,9817.03
150212,9796.608
150213,1127.0112
150214,4079.3513
150215,142.26112
150216,26481.643
150217,2412.7397
150218,10540.981
150219,10657.646
150220,3151.817
150221,9247.706
150222,1077.9084
150223,4426.6235
150224,623.35754
150225,946.05164
150226,4600.867
150227,699.67926
150228,818.47626
150229,824.7113
150230,5405.167
150231,720.7923
150232,8080.716
150233,1647.5146
150234,969.61536
150235,2965.0774
150236,760.7233
150237,1459.569
150238,673.6165
150239,1204.7582
150240,8291.834
150241,2205.6519
150242,7765.112
150243,1991.348
150244,302.04028
150245,2343.7285
150246,2005.5574
150247,2881.1008
150248,1149.437
150249,2124.0557
150250,875.7565
150251,871.7233
150252,16800.887
150253,1356.7609
150254,4437.8936
150255,9243.788
150256,431.26178
150257,7608.682
150258,8302.873
150259,1847.0637
150260,9602.229
150261,2083.9028
150262,669.2537
150263,4657.503
150264,894.82935
150265,1519.315
150266,517.5317
150267,4883.346
150268,1413.9175
150269,8038.235
150270,1010.95105
150271,4549.462
150272,27726.676
150273,23457.547
150274,708.7564
150275,84.087944
150276,1988.9188
150277,11320.733
150278,27500.004
150279,8312.688
150280,3535.9497
150281,1076.7118
150282,733.0955
150283,23624.441
150284,4390.7944
150285,7378.3794
150286,18820.623
150287,897.3052
150288,1810.9454
150289,393.04178
150290,5445.7793
150291,22560.564
150292,9212.389
150293,3252.6873
150294,13742.564
150295,899.9099
150296,9182.097
150297,402.72
150298,3061.0554
150299,198.85822
150300,5273.472
150301,27564.291
150302,754.2366
150303,3993.0227
150304,1001.6888
150305,2276.5437
150306,4464.8394
150307,13048.95
150308,1486.3121
150309,1555.3787
150310,880.45905
150311,9488.36
150312,8377.052
150313,7178.606
150314,485.83133
150315,1352.3978
150316,18491.764
150317,18307.598
150318,5137.65
150319,17284.934
150320,3839.855
150321,2425.667
150322,4527.9287
150323,9295.784
150324,999.0541
150325,1378.6362
150326,462.8611
150327,366.3135
150328,2438.1375
150329,7176.909
150330,9473.178
150331,216.6997
150332,45531.39
150333,2741.0615
150334,181.83757
150335,10239.323
150336,647.97473
150337,3597.9248
150338,12425.361
150339,3053.838
150340,11489.627
150341,5730.3906
150342,2461.6401
150343,2595.7427
150344,3301.244
150345,14711.555
150346,3655.182
150347,7611.7563
150348,2633.6174
150349,1764.4098
150350,1812.8969
150351,26959.102
150352,12027.497
150353,950.3725
150354,2222.2288
150355,13388.055
150356,2102.8628
150357,705.1342
150358,13377.668
150359,5927.876
150360,3999.7952
150361,1879.0776
150362,2302.9502
150363,19210.428
150364,990.723
150365,12931.13
150366,6373.3306
150367,25697.31
150368,1973.7236
150369,1319.2185
150370,908.6457
150371,11570.1
150372,1944.2545
150373,4986.3135
150374,3040.406
150375,2430.7676
150376,844.8591
150377,6517.059
150378,10836.052
150379,2919.3542
150380,4326.197
150381,5538.3
150382,14861.238
150383,2714.6963
150384,3719.362
150385,1554.275
150386,5344.4023
150387,6492.8364
150388,5430.4707
150389,911.57587
150390,148.09247
150391,1294.4088
150392,1227.0499
150393,2016.2877
150394,1675.6443
150395,2228.6086
150396,2142.2476
150397,6089.706
150398,18158.969
150399,637.05225
150400,8326.804
150401,7289.729
150402,1112.4023
150403,1122.8577
150404,6488.1084
150405,6525.599
150406,4247.733
150407,2111.7937
150408,10603.333
150409,17519.018
150410,10651.651
150411,2946.5886
150412,2996.2415
150413,5096.131
150414,13278.582
150415,10035.8125
150416,17437.467
150417,1567.8838
150418,2192.9553
150419,989.01825
150420,9293.529
150421,4912.1636
150422,19806.97
150423,805.4928
150424,7862.6724
150425,3096.8887
150426,8585.124
150427,478.6199
150428,14141.3545
150429,5987.1475
150430,2747.0762
150431,1615.4904
150432,654.62103
150433,10184.656
150434,2285.372
150435,43530.24
150436,338.27356
150437,626.4673
150438,1922.2742
150439,1203.3622
150440,1404.6125
150441,447.86926
150442,3271.1814
150443,3097.1792
150444,13206.185
150445,17441.467
150446,12029.606
150447,111.859344
150448,13567.896
150449,23370.814
150450,5894.633
150451,1228.8234
150452,4581.996
150453,10754.812
150454,6549.5566
150455,8125.2056
150456,17550.959
150457,1506.8464
150458,10106.848
150459,10835.01
150460,3895.1519
150461,1537.6041
150462,8317.592
150463,3670.7825
150464,6419.937
150465,11720.121
150466,1978.8164
150467,12243.049
150468,3792.7195
150469,4286.3213
150470,2161.0964
150471,4106.9688
150472,10422.585
150473,3511.2896
150474,1344.4121
150475,859.76843
150476,883.5759
150477,5064.2354
150478,711.02094
150479,1484.0994
150480,4709.7764
150481,1569.4612
150482,1306.6106
150483,2443.0842
150484,1906.237
150485,1415.0056
150486,981.69763
150487,1246.2073
150488,969.59906
150489,794.9695
150490,7989.614
150491,9890.82
150492,5149.562
150493,4816.577
150494,15587.512
150495,9130.015
150496,2143.7986
150497,2344.082
150498,63851.566
150499,9670.633
150500,3750.5347
150501,8181.4824
150502,8176.4077
150503,15210.148
150504,2408.7227
150505,4355.6177
150506,2536.5464
150507,2187.128
150508,1246.1038
150509,8596.777
150510,4135.8667
150511,2003.7136
150512,6987.4644
150513,998.3901
150514,667.1785
150515,1995.0522
150516,902.11066
150517,824.4514
150518,2013.51
150519,5294.772
150520,5570.7153
150521,8566.518
150522,17900.725
150523,21267.064
150524,3154.8699
150525,13575.919
150526,725.2202
150527,1056.821
150528,8462.988
150529,2784.626
150530,8627.853
150531,5735.822
150532,6626.7656
150533,1527.1586
150534,14558.709
150535,12494.87
150536,5735.888
150537,562.678
150538,2179.8818
150539,10348.484
150540,14229.827
150541,8438.75
150542,1314.2594
150543,12089.908
150544,7437.2803
150545,880.9442
150546,5142.1567
150547,2034.8706
150548,1963.4645
150549,1072.719
150550,3350.4136
150551,28492.197
150552,6799.508
150553,2011.7172
150554,8404.688
150555,4137.645
150556,22938.469
150557,8621.963
150558,2955.4873
150559,6163.7773
150560,2527.4019
150561,2668.9568
150562,1021.22955
150563,8013.5894
150564,14052.97
150565,1530.1411
150566,3832.9902
150567,1076.0851
150568,803.0273
150569,8003.3677
150570,1303.1202
150571,15100.076
150572,1437.2064
150573,13151.291
150574,12510.886
150575,900.6175
150576,1521.3193
150577,493.9386
150578,14260.048
150579,334.15363
150580,4180.488
150581,21567.436
150582,4512.1206
150583,2076.586
150584,13147.334
150585,493.55695
150586,12887.845
150587,3903.9421
150588,612.8656
150589,5000.103
150590,12159.385
150591,10401.144
150592,1325.1724
150593,14837.138
150594,1848.896
150595,24395.664
150596,1706.3418
150597,6600.91
150598,5425.1514
150599,761.17706
150600,8902.963
150601,1517.3124
150602,19639.814
150603,9964.333
150604,2278.189
150605,1940.5637
150606,4926.2915
150607,4383.2993
150608,1466.6652
150609,909.20935
150610,1539.0482
150611,1799.847
150612,7888.6714
150613,954.0459
150614,30065.54
150615,571.7996
150616,8927.06
150617,628.1161
150618,2055.5425
150619,12908.491
150620,3549.3435
150621,6801.4033
150622,10022.621
150623,8750.482
150624,411.53
150625,5520.451
150626,3045.322
150627,6687.4814
150628,522.32556
150629,831.1873
150630,4720.5464
150631,13741.31
150632,1723.1621
150633,5819.235
150634,6669.973
150635,2371.3462
150636,6246.097
150637,572.68207
150638,13242.978
150639,6860.526
150640,993.1426
150641,20032.979
150642,8750.478
150643,5501.39
150644,23595.855
150645,21666.623
150646,10928.194
150647,3131.5964
150648,5028.8594
150649,11904.971
150650,3931.0977
150651,1378.4642
150652,26774.35
150653,1309.9241
150654,3657.6738
150655,3270.5835
150656,1029.1031
150657,11836.21
150658,1157.8853
150659,9476.742
150660,1088.2305
150661,369.36823
150662,4495.856
150663,3038.5635
150664,11592.159
150665,883.7078
150666,1538.6364
150667,5970.51
150668,3799.1538
150669,5824.622
150670,5553.055
150671,4404.929
150672,2500.7178
150673,4797.771
150674,19268.502
150675,4700.6426
150676,1168.3986
150677,705.36804
150678,2415.8674
150679,3523.1929
150680,2303.0264
150681,26205.037
150682,2642.9788
150683,6457.667
150684,2320.5771
150685,981.8023
150686,15356.258
150687,4132.466
150688,1951.7817
150689,1012.76953
150690,796.37164
150691,13307.064
150692,887.02155
150693,5289.7896
150694,4802.432
150695,7255.4023
150696,1538.1361
150697,2306.624
150698,32869.387
150699,1258.0157
150700,22397.688
150701,818.6982
150702,8703.437
150703,13374.163
150704,6101.4727
150705,1060.9434
150706,12359.033
150707,2109.3079
150708,1129.5931
150709,1709.767
150710,9690.571
150711,7092.8013
150712,6599.572
150713,7068.1455
150714,2211.2998
150715,20034.54
150716,317.33228
150717,45902.234
150718,9295.416
150719,4789.87
150720,5762.9126
150721,3194.1343
150722,3012.1975
150723,3553.5342
150724,1439.457
150725,879.49243
150726,1581.0482
150727,10139.267
150728,30635.494
150729,3192.6763
150730,5894.9272
150731,6917.9014
150732,12902.084
150733,3835.6213
150734,3394.8757
150735,5600.047
150736,3196.8657
150737,26672.432
150738,14083.726
150739,1394.8368
150740,306.65854
150741,5889.0107
150742,341.00964
150743,709.3999
150744,1414.0404
150745,851.262
150746,2445.0205
150747,1016.50775
150748,10671.645
150749,1154.4779
150750,1343.0657
150751,6040.084
150752,72689.75
150753,8190.4053
150754,1231.9739
150755,1394.8843
150756,10514.067
150757,22582.709
150758,65038.47
150759,449.62064
150760,623.5774
150761,3436.2686
150762,670.9683
150763,12351.102
150764,9908.69
150765,2578.631
150766,2270.0862
150767,2018.1997
150768,3429.2578
150769,3528.3157
150770,687.2271
150771,1419.1161
150772,16.252878
150773,1838.4606
150774,3041.2515
150775,2658.7722
